"key","message","comment","context"
"pain.001.001.03.sct","Pain.001.001.03.sct",,
"pain.001.001.03.xct","Pain.001.001.03.xct",,
"pain.002.001.01.ara","Pain.002.001.01.ara",,
"pain.002.001.02.ack","Pain.002.001.02.ack",,
"pain.002.001.02.ara","Pain.002.001.02.ara",,
"pain.008.001.01.sbb","الصنوبر.008.001.01.sbb",,
"pain.008.001.01.sdd","Pain.008.001.01.sdd",,
"pain.008.001.02.sbb","الصنوبر.008.001.02.sbb",,
"pain.008.001.02.sdd","Pain.008.001.02.sdd",,
"pain.fin.mt101.dct","Pain.fin.mt101.dct",,
"pain.fin.mt101.mct","Pain.fin.mt101.mct",,
"pain.fin.mt101.xct","Pain.fin.mt101.xct",,
"pain.xxx.cfonb160.dco","Pain.xxx.cfonb160.dco",,
"pain.xxx.cfonb160.dct","Pain.xxx.cfonb160.dct",,
"pain.xxx.cfonb160.dda","Pain.xxx.cfonb160.dda",,
"pain.xxx.cfonb160.ddd","Pain.xxx.cfonb160.ddd",,
"pain.xxx.cfonb160.dtg","Pain.xxx.cfonb160.dtg",,
"pain.xxx.cfonb160.dvd","Pain.xxx.cfonb160.dvd",,
"pain.xxx.cfonb160.ict","Pain.xxx.cfonb160.ict",,
"pain.xxx.cfonb240.bco","Pain.xxx.cfonb240.bco",,
"pain.xxx.cfonb240.tch","Pain.xxx.cfonb240.tch",,
"pain.xxx.cfonb320.dct","Pain.xxx.cfonb320.dct",,
"pain.xxx.cfonb320.rft","Pain.xxx.cfonb320.rft",,
"pain.xxx.cfonb320.sct","Pain.xxx.cfonb320.sct",,
"pain.xxx.cfonb320.xct","Pain.xxx.cfonb320.xct",,
"pain.xxx.fff.ech","Pain.xxx.fff.ech",,
"pain.xxx.fff.lch","Pain.xxx.fff.lch",,
"pain.xxx.payext912.vct","Pain.xxx.payext912.vct",,
"pain.xxx.payext96a.vct","Pain.xxx.payext96a.vct",,
"pain.xxx.payord912.ict","Pain.xxx.payord912.ict",,
"pain.xxx.payord912.xct","Pain.xxx.payord912.xct",,
"pain.xxx.vcom400.vct","Pain.xxx.vcom400.vct",,
"value:Bank payment","القيمة: الدفع البنكي",,
"■","■",,
"▲","▲",,
"◉","◉",,
